id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Epithelial|Epithelial	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Immune	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Fibroblasts	Fibroblasts|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Immune	Pericytes|Myofibroblast_Mesothelium	Pericytes|Fibroblasts	Pericytes|Pericytes	Pericytes|Endothelial	Pericytes|Immune	Endothelial|Myofibroblast_Mesothelium	Endothelial|Fibroblasts	Endothelial|Pericytes	Endothelial|Endothelial	Endothelial|Immune	Immune|Myofibroblast_Mesothelium	Immune|Fibroblasts	Immune|Pericytes	Immune|Endothelial	Immune|Immune	Muscle|Muscle	Muscle|Neural	Muscle|Fibroblasts	Muscle|Pericytes	Muscle|Endothelial	Muscle|Immune	Neural|Muscle	Neural|Neural	Neural|Fibroblasts	Neural|Pericytes	Neural|Endothelial	Neural|Immune	Fibroblasts|Muscle	Fibroblasts|Neural	Pericytes|Muscle	Pericytes|Neural	Endothelial|Muscle	Endothelial|Neural	Immune|Muscle	Immune|Neural
CPI-SC0A0D98C8D	WNT4_Q9NPG1_O75197	simple:P56705	complex:Q9NPG1_O75197	WNT4		False	False	False	user_curated	False	0.013	0.046	0.032	0.028	0.026	0.019	0.041	0.027	0.023	0.021	0.014	0.034	0.02	0.016	0.014	0.007	0.037	0.022	0.018	0.016	0.01	0.041	0.027	0.023	0.021	0.014	0.03	0.035	0.022	0.019	0.017	0.01	0.035	0.04	0.028	0.024	0.022	0.015	0.035	0.039	0.028	0.032	0.03	0.035	0.034	0.039
CPI-SC0F9D57E34	WNT2B_Q9NPG1_O75197	simple:Q93097	complex:Q9NPG1_O75197	WNT2B		False	False	False	user_curated	False	0.037	0.121	0.107	0.103	0.101	0.094	0.104	0.089	0.085	0.083	0.077	0.055	0.04	0.036	0.034	0.028	0.066	0.051	0.047	0.045	0.039	0.042	0.027	0.024	0.022	0.015	0.054	0.058	0.046	0.042	0.04	0.033	0.046	0.051	0.038	0.034	0.032	0.026	0.097	0.102	0.048	0.053	0.059	0.064	0.035	0.04
CPI-SC095353D95	WNT6_Q9NPG1_O75197	simple:Q9Y6F9	complex:Q9NPG1_O75197	WNT6		False	False	False	user_curated	False	0.013	0.035	0.02	0.016	0.014	0.008	0.034	0.019	0.015	0.013	0.007	0.08	0.065	0.062	0.06	0.053	0.034	0.02	0.016	0.014	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.039	0.027	0.023	0.021	0.014	0.027	0.032	0.073	0.078	0.027	0.032	0.0	0.0
CPI-SC0761E791E	WNT9A_Q9ULV1_O75197	simple:O14904	complex:Q9ULV1_O75197	WNT9A		False	False	False	user_curated	False	0.006	0.018	0.029	0.04	0.071	0.0	0.021	0.032	0.043	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.028	0.038	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.01	0.031	0.042	0.073	0.0	0.039	0.009	0.03	0.041	0.071	0.0	0.042	0.011	0.0	0.0	0.037	0.006	0.0	0.0
CPI-SC09E254C91	WNT4_Q9ULV1_O75197	simple:P56705	complex:Q9ULV1_O75197	WNT4		False	False	False	user_curated	False	0.005	0.027	0.039	0.05	0.08	0.0	0.022	0.034	0.045	0.075	0.0	0.015	0.027	0.038	0.068	0.0	0.018	0.03	0.04	0.071	0.0	0.022	0.034	0.045	0.075	0.0	0.039	0.008	0.03	0.04	0.071	0.0	0.044	0.014	0.035	0.045	0.076	0.0	0.043	0.013	0.036	0.006	0.039	0.008	0.043	0.013
CPI-SC0D3E2A22C	WNT2B_Q9ULV1_O75197	simple:Q93097	complex:Q9ULV1_O75197	WNT2B		False	False	False	user_curated	False	0.029	0.102	0.114	0.125	0.155	0.0	0.085	0.097	0.107	0.138	0.0	0.035	0.047	0.058	0.089	0.0	0.046	0.058	0.069	0.1	0.0	0.023	0.035	0.045	0.076	0.0	0.062	0.032	0.053	0.064	0.094	0.0	0.055	0.024	0.045	0.056	0.087	0.0	0.106	0.075	0.057	0.026	0.068	0.037	0.044	0.013
CPI-SC07AB5E202	WNT6_Q9ULV1_O75197	simple:Q9Y6F9	complex:Q9ULV1_O75197	WNT6		False	False	False	user_curated	False	0.005	0.016	0.027	0.038	0.069	0.0	0.015	0.026	0.037	0.068	0.0	0.061	0.073	0.083	0.114	0.0	0.015	0.027	0.038	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.013	0.034	0.045	0.075	0.0	0.036	0.005	0.082	0.052	0.036	0.006	0.0	0.0
CPI-SC02C203FD7	WNT9A_Q9ULW2_O75197	simple:O14904	complex:Q9ULW2_O75197	WNT9A		False	False	False	user_curated	False	0.002	0.017	0.01	0.02	0.004	0.0	0.02	0.013	0.023	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.008	0.018	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.012	0.022	0.006	0.0	0.006	0.0	0.011	0.02	0.005	0.0	0.008	0.0	0.0	0.0	0.003	0.0	0.0	0.0
CPI-SC000D56BAC	WNT4_Q9ULW2_O75197	simple:P56705	complex:Q9ULW2_O75197	WNT4		False	False	False	user_curated	False	0.001	0.027	0.019	0.029	0.013	0.0	0.022	0.014	0.024	0.009	0.0	0.015	0.007	0.017	0.002	0.0	0.017	0.01	0.02	0.004	0.0	0.022	0.014	0.024	0.008	0.0	0.005	0.0	0.01	0.02	0.004	0.0	0.011	0.0	0.015	0.025	0.009	0.0	0.01	0.0	0.003	0.0	0.005	0.0	0.01	0.0
CPI-SC065ECDD42	WNT2B_Q9ULW2_O75197	simple:Q93097	complex:Q9ULW2_O75197	WNT2B		False	False	False	user_curated	False	0.025	0.102	0.094	0.104	0.089	0.0	0.084	0.077	0.087	0.071	0.0	0.035	0.028	0.038	0.022	0.0	0.046	0.039	0.049	0.033	0.0	0.022	0.015	0.025	0.009	0.0	0.029	0.0	0.033	0.043	0.028	0.0	0.021	0.0	0.026	0.036	0.02	0.0	0.072	0.0	0.023	0.0	0.034	0.0	0.01	0.0
CPI-SC0CA5B26F5	WNT6_Q9ULW2_O75197	simple:Q9Y6F9	complex:Q9ULW2_O75197	WNT6		False	False	False	user_curated	False	0.001	0.015	0.008	0.018	0.002	0.0	0.014	0.007	0.017	0.001	0.0	0.06	0.053	0.063	0.047	0.0	0.015	0.007	0.017	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.024	0.009	0.0	0.002	0.0	0.049	0.0	0.003	0.0	0.0	0.0
CPI-SC03A513E23	WNT9A_Q9UP38_O75197	simple:O14904	complex:Q9UP38_O75197	WNT9A		False	False	False	user_curated	False	0.026	0.065	0.055	0.056	0.036	0.017	0.068	0.058	0.059	0.039	0.02	0.0	0.0	0.0	0.0	0.0	0.063	0.053	0.055	0.034	0.015	0.0	0.0	0.0	0.0	0.0	0.068	0.036	0.057	0.058	0.038	0.019	0.067	0.035	0.056	0.057	0.037	0.018	0.069	0.038	0.0	0.0	0.064	0.033	0.0	0.0
CPI-SC0968CCEC2	WNT4_Q9UP38_O75197	simple:P56705	complex:Q9UP38_O75197	WNT4		False	False	False	user_curated	False	0.025	0.074	0.064	0.066	0.045	0.027	0.069	0.06	0.061	0.041	0.022	0.062	0.053	0.054	0.034	0.015	0.065	0.055	0.057	0.036	0.017	0.069	0.059	0.061	0.04	0.022	0.067	0.035	0.055	0.057	0.036	0.017	0.072	0.04	0.06	0.062	0.041	0.023	0.071	0.039	0.064	0.032	0.067	0.035	0.071	0.039
CPI-SC02D618124	WNT2B_Q9UP38_O75197	simple:Q93097	complex:Q9UP38_O75197	WNT2B		False	False	False	user_curated	False	0.049	0.149	0.14	0.141	0.121	0.102	0.132	0.122	0.123	0.103	0.084	0.082	0.073	0.074	0.054	0.035	0.093	0.084	0.085	0.065	0.046	0.07	0.06	0.062	0.041	0.022	0.09	0.058	0.079	0.08	0.06	0.041	0.082	0.051	0.071	0.072	0.052	0.033	0.133	0.102	0.084	0.053	0.095	0.064	0.072	0.04
CPI-SC0F5ED1270	WNT6_Q9UP38_O75197	simple:Q9Y6F9	complex:Q9UP38_O75197	WNT6		False	False	False	user_curated	False	0.025	0.063	0.053	0.054	0.034	0.015	0.062	0.052	0.053	0.033	0.014	0.108	0.098	0.1	0.079	0.06	0.062	0.053	0.054	0.033	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.039	0.06	0.061	0.041	0.022	0.063	0.032	0.11	0.078	0.064	0.032	0.0	0.0
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	False	False	False	user_curated	False	0.224	0.075	0.035	0.059	0.023	0.023	0.079	0.038	0.062	0.026	0.026	0.067	0.027	0.051	0.015	0.014	0.069	0.029	0.053	0.017	0.017	0.104	0.064	0.088	0.051	0.051	0.034	0.03	0.042	0.066	0.03	0.03	0.025	0.02	0.033	0.057	0.02	0.02	0.03	0.026	0.019	0.014	0.021	0.017	0.056	0.051
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	False	False	False	user_curated	False	0.057	0.063	0.022	0.046	0.01	0.01	0.061	0.021	0.045	0.009	0.009	0.076	0.035	0.059	0.023	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.039	0.051	0.075	0.039	0.039	0.042	0.037	0.05	0.074	0.037	0.037	0.013	0.009	0.027	0.023	0.0	0.0	0.0	0.0
CPI-SS09B2ACA25	HBEGF_EGFR	simple:Q99075	simple:P00533	HBEGF	EGFR	False	False	False	user_curated	False	0.108	0.09	0.05	0.074	0.038	0.038	0.084	0.044	0.068	0.031	0.031	0.137	0.096	0.12	0.084	0.084	0.367	0.326	0.35	0.314	0.314	0.164	0.124	0.148	0.111	0.111	0.029	0.024	0.037	0.061	0.024	0.024	0.079	0.075	0.087	0.111	0.075	0.075	0.036	0.031	0.088	0.084	0.318	0.314	0.116	0.111
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	False	False	False	user_curated	False	0.063	0.0	0.0	0.0	0.0	0.0	0.059	0.018	0.042	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.011	0.024	0.048	0.012	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	False	False	False	user_curated	False	0.058	0.0	0.0	0.0	0.0	0.0	0.059	0.019	0.043	0.007	0.007	0.061	0.021	0.045	0.009	0.009	0.062	0.022	0.046	0.009	0.009	0.066	0.026	0.05	0.014	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.007	0.013	0.008	0.013	0.009	0.018	0.014
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	False	False	False	user_curated	False	0.407	0.109	0.069	0.093	0.057	0.057	0.107	0.066	0.09	0.054	0.054	0.106	0.066	0.09	0.053	0.053	0.103	0.062	0.086	0.05	0.05	0.156	0.116	0.14	0.104	0.104	0.095	0.091	0.103	0.127	0.091	0.091	0.054	0.049	0.062	0.086	0.049	0.049	0.058	0.054	0.058	0.053	0.054	0.05	0.108	0.103
CPI-SC0635885D0	EREG_P00533_P04626	simple:O14944	complex:P00533_P04626	EREG		False	False	False	user_curated	False	0.224	0.075	0.035	0.059	0.023	0.023	0.079	0.038	0.062	0.026	0.026	0.067	0.027	0.051	0.015	0.014	0.069	0.029	0.053	0.017	0.017	0.104	0.064	0.088	0.051	0.051	0.034	0.03	0.042	0.066	0.03	0.03	0.025	0.02	0.033	0.057	0.02	0.02	0.03	0.026	0.019	0.014	0.021	0.017	0.056	0.051
CPI-SC0012A9818	BTC_P00533_P04626	simple:P35070	complex:P00533_P04626	BTC		False	False	False	user_curated	False	0.057	0.063	0.022	0.046	0.01	0.01	0.061	0.021	0.045	0.009	0.009	0.076	0.035	0.059	0.023	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.039	0.051	0.075	0.039	0.039	0.042	0.037	0.05	0.074	0.037	0.037	0.013	0.009	0.027	0.023	0.0	0.0	0.0	0.0
CPI-SC017C5955C	HBEGF_P00533_P04626	simple:Q99075	complex:P00533_P04626	HBEGF		False	False	False	user_curated	False	0.108	0.09	0.05	0.074	0.038	0.038	0.084	0.044	0.068	0.031	0.031	0.137	0.096	0.12	0.084	0.084	0.367	0.326	0.35	0.314	0.314	0.164	0.124	0.148	0.111	0.111	0.029	0.024	0.037	0.061	0.024	0.024	0.079	0.075	0.087	0.111	0.075	0.075	0.036	0.031	0.088	0.084	0.318	0.314	0.116	0.111
CPI-SC071625F4B	EGF_P00533_P04626	simple:P01133	complex:P00533_P04626	EGF		False	False	False	user_curated	False	0.063	0.0	0.0	0.0	0.0	0.0	0.059	0.018	0.042	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.011	0.024	0.048	0.012	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.006	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F8F6FB88	TGFA_P00533_P04626	simple:P01135	complex:P00533_P04626	TGFA		False	False	False	user_curated	False	0.058	0.0	0.0	0.0	0.0	0.0	0.059	0.019	0.043	0.007	0.007	0.061	0.021	0.045	0.009	0.009	0.062	0.022	0.046	0.009	0.009	0.066	0.026	0.05	0.014	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.007	0.013	0.008	0.013	0.009	0.018	0.014
CPI-SC01AC9F398	AREG_P00533_P04626	simple:P15514	complex:P00533_P04626	AREG		False	False	False	user_curated	False	0.407	0.109	0.069	0.093	0.057	0.057	0.107	0.066	0.09	0.054	0.054	0.106	0.066	0.09	0.053	0.053	0.103	0.062	0.086	0.05	0.05	0.156	0.116	0.14	0.104	0.104	0.095	0.091	0.103	0.127	0.091	0.091	0.054	0.049	0.062	0.086	0.049	0.049	0.058	0.054	0.058	0.053	0.054	0.05	0.108	0.103
CPI-SC0A1E7CCAA	MSTN_P36896_P27037	simple:O14793	complex:P36896_P27037	MSTN		False	False	False	user_curated	False	0.022	0.018	0.018	0.021	0.021	0.008	0.017	0.017	0.02	0.02	0.007	0.021	0.021	0.024	0.024	0.011	0.016	0.016	0.019	0.019	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.034	0.022	0.025	0.025	0.012	0.01	0.03	0.014	0.034	0.009	0.028	0.0	0.0
CPI-SC0FD3AE9DD	INHBA_P36896_P27037	simple:P08476	complex:P36896_P27037	INHBA		False	False	False	user_curated	False	0.025	0.116	0.116	0.119	0.119	0.106	0.024	0.024	0.027	0.027	0.014	0.06	0.06	0.063	0.063	0.05	0.016	0.016	0.019	0.019	0.006	0.042	0.042	0.045	0.045	0.032	0.019	0.038	0.025	0.029	0.029	0.016	0.014	0.033	0.021	0.024	0.024	0.011	0.018	0.037	0.054	0.073	0.01	0.029	0.036	0.055
CPI-SC0801782AE	INHBB_P36896_P27037	simple:P09529	complex:P36896_P27037	INHBB		False	False	False	user_curated	False	0.022	0.0	0.0	0.0	0.0	0.0	0.016	0.016	0.019	0.019	0.006	0.0	0.0	0.0	0.0	0.0	0.045	0.045	0.048	0.048	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.028	0.0	0.0	0.038	0.057	0.0	0.0
CPI-SC05D4ADB3D	GDF10_P36896_P27037	simple:P55107	complex:P36896_P27037	GDF10		False	False	False	user_curated	False	0.023	0.019	0.019	0.022	0.022	0.009	0.061	0.061	0.064	0.064	0.051	0.0	0.0	0.0	0.0	0.0	0.021	0.021	0.024	0.024	0.011	0.0	0.0	0.0	0.0	0.0	0.019	0.038	0.025	0.029	0.029	0.016	0.01	0.029	0.017	0.02	0.02	0.007	0.054	0.074	0.0	0.0	0.015	0.034	0.0	0.0
CPI-SC01653E39F	MSTN_P36896_Q13705	simple:O14793	complex:P36896_Q13705	MSTN		False	False	False	user_curated	False	0.023	0.026	0.016	0.028	0.046	0.008	0.025	0.015	0.027	0.045	0.007	0.03	0.019	0.031	0.049	0.011	0.024	0.014	0.025	0.044	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.044	0.02	0.032	0.05	0.012	0.006	0.039	0.011	0.044	0.005	0.038	0.0	0.0
CPI-SC0CA6F0499	INHBA_P36896_Q13705	simple:P08476	complex:P36896_Q13705	INHBA		False	False	False	user_curated	False	0.026	0.124	0.114	0.126	0.144	0.106	0.033	0.022	0.034	0.052	0.014	0.069	0.058	0.07	0.088	0.05	0.025	0.014	0.026	0.044	0.006	0.051	0.04	0.052	0.07	0.032	0.015	0.048	0.023	0.035	0.053	0.016	0.01	0.043	0.018	0.03	0.048	0.011	0.014	0.047	0.05	0.083	0.006	0.039	0.032	0.065
CPI-SC04BDF1619	INHBB_P36896_Q13705	simple:P09529	complex:P36896_Q13705	INHBB		False	False	False	user_curated	False	0.023	0.0	0.0	0.0	0.0	0.0	0.024	0.014	0.026	0.044	0.006	0.0	0.0	0.0	0.0	0.0	0.053	0.043	0.055	0.073	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.038	0.0	0.0	0.034	0.067	0.0	0.0
CPI-SC02AF48EC8	GDF11_P36896_Q13705	simple:O95390	complex:P36896_Q13705	GDF11		False	False	False	user_curated	False	0.043	0.072	0.061	0.073	0.091	0.054	0.071	0.061	0.073	0.091	0.053	0.139	0.129	0.141	0.159	0.121	0.077	0.067	0.079	0.097	0.059	0.03	0.02	0.032	0.05	0.012	0.069	0.102	0.077	0.089	0.107	0.07	0.052	0.085	0.061	0.073	0.091	0.053	0.052	0.085	0.12	0.153	0.058	0.091	0.011	0.044
CPI-SC0714B4284	MSTN_P36897_P27037	simple:O14793	complex:P36897_P27037	MSTN		False	False	False	user_curated	False	0.015	0.018	0.018	0.021	0.021	0.019	0.017	0.017	0.02	0.02	0.018	0.021	0.021	0.024	0.024	0.022	0.016	0.016	0.019	0.019	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.034	0.022	0.025	0.025	0.023	0.01	0.03	0.014	0.034	0.009	0.028	0.0	0.0
CPI-SC08FD210B3	GDF11_P36897_P27037	simple:O95390	complex:P36897_P27037	GDF11		False	False	False	user_curated	False	0.034	0.063	0.063	0.067	0.067	0.065	0.063	0.063	0.066	0.066	0.064	0.131	0.131	0.134	0.134	0.132	0.069	0.069	0.072	0.072	0.07	0.022	0.022	0.025	0.025	0.023	0.073	0.092	0.079	0.083	0.083	0.081	0.056	0.075	0.063	0.066	0.066	0.064	0.056	0.075	0.124	0.143	0.062	0.081	0.015	0.034
CPI-SC0466A8119	MSTN_P36897_Q13705	simple:O14793	complex:P36897_Q13705	MSTN		False	False	False	user_curated	False	0.015	0.026	0.016	0.028	0.046	0.021	0.025	0.015	0.027	0.045	0.02	0.03	0.019	0.031	0.049	0.024	0.024	0.014	0.025	0.044	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.049	0.02	0.032	0.05	0.025	0.006	0.044	0.011	0.048	0.005	0.043	0.0	0.0
CPI-SC0778F55B3	GDF11_P36897_Q13705	simple:O95390	complex:P36897_Q13705	GDF11		False	False	False	user_curated	False	0.034	0.072	0.061	0.073	0.091	0.066	0.071	0.061	0.073	0.091	0.065	0.139	0.129	0.141	0.159	0.134	0.077	0.067	0.079	0.097	0.072	0.03	0.02	0.032	0.05	0.025	0.069	0.107	0.077	0.089	0.107	0.082	0.052	0.09	0.061	0.073	0.091	0.066	0.052	0.09	0.12	0.158	0.058	0.096	0.011	0.049
CPI-SC0C23F0F29	INHBB_Q8NER5_P27037	simple:P09529	complex:Q8NER5_P27037	INHBB		False	False	False	user_curated	False	0.022	0.0	0.0	0.0	0.0	0.0	0.005	0.003	0.007	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.034	0.032	0.036	0.032	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.034	0.031	0.0	0.0
CPI-SC0DDE5B056	INHBB_Q8NER5_Q13705	simple:P09529	complex:Q8NER5_Q13705	INHBB		False	False	False	user_curated	False	0.023	0.0	0.0	0.0	0.0	0.0	0.005	0.003	0.007	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.034	0.032	0.036	0.032	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.034	0.031	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	False	False	False	user_curated	False	0.019	0.085	0.059	0.079	0.688	0.039	0.084	0.058	0.078	0.686	0.037	0.08	0.054	0.074	0.683	0.033	0.08	0.054	0.074	0.682	0.033	0.089	0.063	0.083	0.691	0.042	0.043	0.067	0.078	0.098	0.707	0.058	0.031	0.055	0.066	0.086	0.695	0.046	0.023	0.047	0.019	0.043	0.019	0.043	0.028	0.052
CPI-SS0E7B91F39	SEMA3C_PLXND1	simple:Q99985	simple:Q9Y4D7	SEMA3C	PLXND1	False	False	False	user_curated	False	0.072	0.13	0.104	0.124	0.733	0.083	0.108	0.082	0.102	0.711	0.061	0.086	0.061	0.08	0.689	0.04	0.094	0.068	0.088	0.697	0.047	0.087	0.061	0.08	0.689	0.04	0.094	0.118	0.129	0.149	0.757	0.108	0.151	0.175	0.186	0.206	0.815	0.165	0.047	0.071	0.025	0.049	0.033	0.057	0.026	0.05
CPI-SC00A136C08	SEMA3C_O14786_O75051	simple:Q99985	complex:O14786_O75051	SEMA3C		False	False	False	user_curated	False	0.069	0.1	0.073	0.094	0.186	0.061	0.078	0.051	0.072	0.164	0.039	0.057	0.029	0.051	0.142	0.018	0.064	0.037	0.058	0.15	0.025	0.057	0.03	0.051	0.142	0.018	0.115	0.118	0.098	0.119	0.21	0.086	0.172	0.176	0.155	0.176	0.268	0.143	0.068	0.072	0.046	0.05	0.054	0.058	0.047	0.05
CPI-SC06F4B01FB	SEMA3D_O14786_O75051	simple:O95025	complex:O14786_O75051	SEMA3D		False	False	False	user_curated	False	0.03	0.063	0.036	0.057	0.149	0.024	0.114	0.086	0.108	0.199	0.075	0.053	0.026	0.047	0.138	0.014	0.066	0.039	0.06	0.151	0.027	0.057	0.03	0.051	0.142	0.018	0.068	0.072	0.051	0.072	0.164	0.039	0.084	0.088	0.067	0.088	0.18	0.055	0.103	0.107	0.043	0.046	0.056	0.059	0.047	0.05
CPI-SC0783F1AA2	SEMA3B_O14786_O75051	simple:Q13214	complex:O14786_O75051	SEMA3B		False	False	False	user_curated	False	0.235	0.077	0.05	0.071	0.162	0.038	0.11	0.082	0.104	0.195	0.071	0.071	0.044	0.065	0.156	0.032	0.123	0.096	0.117	0.208	0.084	0.071	0.044	0.065	0.156	0.032	0.081	0.085	0.064	0.086	0.177	0.053	0.399	0.403	0.382	0.403	0.495	0.371	0.099	0.103	0.061	0.064	0.113	0.116	0.061	0.064
CPI-SC025D74F89	SEMA3A_O14786_O75051	simple:Q14563	complex:O14786_O75051	SEMA3A		False	False	False	user_curated	False	0.034	0.303	0.276	0.297	0.388	0.264	0.178	0.151	0.172	0.263	0.139	0.114	0.087	0.108	0.199	0.075	0.074	0.046	0.068	0.159	0.035	0.061	0.034	0.055	0.146	0.022	0.147	0.15	0.13	0.151	0.242	0.118	0.051	0.055	0.034	0.056	0.147	0.023	0.168	0.171	0.104	0.107	0.063	0.067	0.051	0.054
CPI-SC0159FB8D9	SEMA3C_O14786_P51805	simple:Q99985	complex:O14786_P51805	SEMA3C		False	False	False	user_curated	False	0.069	0.098	0.095	0.116	0.102	0.093	0.076	0.072	0.094	0.08	0.071	0.054	0.051	0.072	0.058	0.049	0.062	0.059	0.08	0.066	0.057	0.055	0.051	0.072	0.059	0.05	0.115	0.154	0.119	0.141	0.127	0.118	0.172	0.211	0.177	0.198	0.184	0.175	0.068	0.107	0.046	0.086	0.054	0.093	0.047	0.086
CPI-SC03AC818E8	SEMA3D_O14786_P51805	simple:O95025	complex:O14786_P51805	SEMA3D		False	False	False	user_curated	False	0.03	0.061	0.057	0.079	0.065	0.056	0.111	0.108	0.129	0.115	0.106	0.051	0.047	0.069	0.055	0.046	0.064	0.06	0.081	0.068	0.059	0.055	0.051	0.072	0.059	0.05	0.068	0.107	0.072	0.094	0.08	0.071	0.084	0.123	0.088	0.11	0.096	0.087	0.103	0.142	0.043	0.082	0.056	0.095	0.047	0.086
CPI-SC0CC3F53A3	SEMA3B_O14786_P51805	simple:Q13214	complex:O14786_P51805	SEMA3B		False	False	False	user_curated	False	0.235	0.075	0.071	0.092	0.079	0.07	0.107	0.104	0.125	0.111	0.102	0.069	0.065	0.086	0.073	0.064	0.121	0.117	0.138	0.125	0.116	0.069	0.065	0.086	0.073	0.064	0.081	0.12	0.086	0.107	0.093	0.084	0.399	0.438	0.404	0.425	0.411	0.402	0.099	0.138	0.061	0.1	0.113	0.152	0.061	0.1
CPI-SC08974B687	SEMA3A_O14786_P51805	simple:Q14563	complex:O14786_P51805	SEMA3A		False	False	False	user_curated	False	0.034	0.301	0.297	0.319	0.305	0.296	0.176	0.172	0.193	0.18	0.171	0.112	0.108	0.129	0.116	0.107	0.071	0.068	0.089	0.075	0.066	0.059	0.055	0.076	0.063	0.054	0.147	0.186	0.151	0.172	0.159	0.15	0.051	0.09	0.056	0.077	0.063	0.054	0.168	0.207	0.104	0.143	0.063	0.102	0.051	0.09
CPI-SC0F3A046EC	SEMA3C_O14786_Q9HCM2	simple:Q99985	complex:O14786_Q9HCM2	SEMA3C		False	False	False	user_curated	False	0.056	0.076	0.055	0.0	0.055	0.059	0.053	0.033	0.0	0.032	0.037	0.032	0.011	0.0	0.011	0.016	0.04	0.019	0.0	0.019	0.023	0.032	0.011	0.0	0.011	0.016	0.08	0.108	0.08	0.0	0.079	0.084	0.138	0.165	0.137	0.0	0.137	0.141	0.034	0.061	0.012	0.039	0.02	0.047	0.012	0.039
CPI-SC0D1B17933	SEMA3D_O14786_Q9HCM2	simple:O95025	complex:O14786_Q9HCM2	SEMA3D		False	False	False	user_curated	False	0.017	0.038	0.018	0.0	0.017	0.022	0.089	0.068	0.0	0.068	0.073	0.028	0.007	0.0	0.007	0.012	0.041	0.02	0.0	0.02	0.025	0.032	0.011	0.0	0.011	0.016	0.034	0.061	0.033	0.0	0.032	0.037	0.05	0.077	0.049	0.0	0.048	0.053	0.069	0.096	0.008	0.036	0.021	0.048	0.012	0.04
